,developer,id,metascore_how,metascore_review,multigenre,player,publisher,publisher_url,rating,userscore_how,userscore_review
303,Rebellion,162226,Mixed or average reviews,11,"Action, Shooter, First-Person, Sci-Fi",,Evolved Games,https://www.metacritic.com/company/evolved-games,M,Mixed or average reviews,4.0
304,LucasArts,103668,Generally favorable reviews,34,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",16 Players Online Up to 16 Players,LucasArts,https://www.metacritic.com/company/lucasarts,T,Generally favorable reviews,441.0
305,LucasArts,162129,Generally favorable reviews,54,"Action, Shooter, First-Person, Sci-Fi",16 Players Online,LucasArts,https://www.metacritic.com/company/lucasarts,T,Generally favorable reviews,119.0
306,Rebellion,162159,Mixed or average reviews,17,"Action, Shooter, First-Person, Sci-Fi",,Evolved Games,https://www.metacritic.com/company/evolved-games,M,Mixed or average reviews,8.0
307,NuClearVision,101534,Generally unfavorable reviews,15,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",No Online Multiplayer,Whiptail Interactive,https://www.metacritic.com/company/whiptail-interactive,M,Generally unfavorable reviews,17.0
308,Rebellion,102488,Mixed or average reviews,13,"Action, Shooter, First-Person, Sci-Fi",,Evolved Games,https://www.metacritic.com/company/evolved-games,M,Mixed or average reviews,10.0
309,Touchdown Entertainment,162631,Generally unfavorable reviews,9,"Action, Shooter, First-Person, Historic",8 Players Online,Kemco,https://www.metacritic.com/company/kemco,M,Generally unfavorable reviews,6.0
310,Crystal Dynamics,162425,Generally favorable reviews,44,"Action, Shooter, First-Person, Sci-Fi",16 Players Online,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,T,Mixed or average reviews,14.0
311,Crystal Dynamics,103815,Generally favorable reviews,54,"Action, Shooter, First-Person, Sci-Fi",16 Players Online,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,T,Generally favorable reviews,28.0
312,369 Interactive,162633,Generally unfavorable reviews,14,"Adventure, First-Person, Modern",,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Mixed or average reviews,4.0
313,Detalion,104324,Mixed or average reviews,16,"Adventure, General, General, 3D, First-Person",No Online Multiplayer,The Adventure Company,https://www.metacritic.com/company/the-adventure-company,E,Mixed or average reviews,7.0
314,Ubisoft,105284,Generally unfavorable reviews,30,"Simulation, Adventure, First-Person, Virtual, Modern, Modern, Virtual Life",,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Mixed or average reviews,10.0
315,Starbreeze,104348,Universal acclaim,38,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",No Online Multiplayer,VU Games,https://www.metacritic.com/company/vu-games,M,Generally favorable reviews,392.0
316,Cinemaware,104282,Generally unfavorable reviews,14,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",,O3 Entertainment,https://www.metacritic.com/company/o3-entertainment,M,Generally favorable reviews,78.0
317,People Can Fly,104336,Generally favorable reviews,36,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",16 Players Online,DreamCatcher Interactive,https://www.metacritic.com/company/dreamcatcher-interactive,M,Generally favorable reviews,104.0
318,Ubisoft Shanghai/Paris,103822,Mixed or average reviews,21,"Action, Shooter, First-Person, Tactical, Modern",16 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Mixed or average reviews,24.0
319,EA LA,103719,Mixed or average reviews,38,"Action, Shooter, First-Person, Modern",8 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Mixed or average reviews,41.0
320,EA LA,162390,Mixed or average reviews,55,"Action, Shooter, First-Person, Modern",8 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Mixed or average reviews,23.0
321,EA LA,163257,Mixed or average reviews,35,"Action, Shooter, First-Person, Modern",2 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Mixed or average reviews,20.0
322,Razbor Studios,105148,Generally unfavorable reviews,16,"Adventure, 3D, First-Person, Fantasy, Third-Person, Fantasy",No Online Multiplayer,"Tri Synergy, GMX Media",https://www.metacritic.com/company/tri-synergy,T,Generally unfavorable reviews,8.0
323,NovaLogic,105183,Generally favorable reviews,11,"Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern",,NovaLogic,https://www.metacritic.com/company/novalogic,T,Generally favorable reviews,17.0
324,Exakt,162315,Mixed or average reviews,31,"Action, Shooter, First-Person, Historic",,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,22.0
325,369 Interactive,103746,Mixed or average reviews,17,"Adventure, 3D, First-Person, Modern, Modern",No Online Multiplayer,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Mixed or average reviews,25.0
326,Valve Software,103028,Universal acclaim,81,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",No Online Multiplayer,VU Games,https://www.metacritic.com/company/vu-games,M,Universal acclaim,12623.0
327,Spark Unlimited,103540,Generally favorable reviews,49,"Action, Shooter, First-Person, Historic",16 Players Online,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,114.0
328,Red Storm Entertainment,162429,Generally favorable reviews,53,"Action, Shooter, First-Person, Tactical, Modern",16 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Generally favorable reviews,62.0
329,Spark Unlimited,162228,Mixed or average reviews,55,"Action, Shooter, First-Person, Historic",16 Players Online,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,33.0
330,Retro Studios,161895,Universal acclaim,60,"Action, Shooter, First-Person, Sci-Fi",,Nintendo,https://www.metacritic.com/company/nintendo,T,Generally favorable reviews,494.0
331,City Interactive,104429,Generally unfavorable reviews,4,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",,Merscom LLC,https://www.metacritic.com/company/merscom-llc,T,Generally unfavorable reviews,13.0
332,Bungie Software,161665,Universal acclaim,91,"Action, Shooter, First-Person, Sci-Fi",16 Players Online,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,M,Generally favorable reviews,2390.0
333,Climax Group,162395,Mixed or average reviews,36,"Action, Shooter, First-Person, Sci-Fi",16 Players Online,Buena Vista Interactive,https://www.metacritic.com/company/buena-vista-interactive,T,Generally unfavorable reviews,6.0
334,EA LA,102819,Generally favorable reviews,43,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",32 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Mixed or average reviews,235.0
335,Kheops Studio,104114,Generally favorable reviews,19,"Adventure, First-Person, Point-and-Click, Modern, Modern",No Online Multiplayer,DreamCatcher Interactive,https://www.metacritic.com/company/dreamcatcher-interactive,T,Generally favorable reviews,37.0
336,Guerrilla,103394,Mixed or average reviews,67,"Action, Shooter, First-Person, Sci-Fi",16 Players Online,SCEA,https://www.metacritic.com/company/scea,M,Mixed or average reviews,343.0
337,2015,102769,Mixed or average reviews,27,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",,VU Games,https://www.metacritic.com/company/vu-games,M,Mixed or average reviews,36.0
338,Illusion Softworks,104292,Mixed or average reviews,14,"Action, Shooter, Shooter, First-Person, Tactical, Historic, Historic",32 Players Online,Global Star Software,https://www.metacritic.com/company/global-star-software,M,Mixed or average reviews,16.0
339,"Red Storm Entertainment, Ubisoft Paris",109334,Generally favorable reviews,58,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",16 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Generally favorable reviews,104.0
340,T7 Games,108896,Generally unfavorable reviews,5,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",16 Players Online,DreamCatcher Interactive,https://www.metacritic.com/company/dreamcatcher-interactive,M,Generally unfavorable reviews,15.0
341,Dream Execution,107669,Mixed or average reviews,14,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",32 Players Online Online Multiplayer,Elephant Entertainment,https://www.metacritic.com/company/elephant-entertainment,T,Mixed or average reviews,60.0
342,Capcom,108401,Generally favorable reviews,51,"Adventure, First-Person, Visual Novel, Modern, Modern",No Online Multiplayer,Capcom,https://www.metacritic.com/company/capcom,T,Generally favorable reviews,189.0
343,Cyan Worlds,108872,Generally favorable reviews,6,"Adventure, 3D, First-Person, Fantasy",,GameTap,https://www.metacritic.com/company/gametap,,Mixed or average reviews,13.0
344,Cauldron Ltd.,105926,Generally unfavorable reviews,5,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",,Playlogic,https://www.metacritic.com/company/playlogic,M,Generally unfavorable reviews,4.0
345,Ubisoft Montreal,108836,Generally unfavorable reviews,23,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",No Online Multiplayer,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Mixed or average reviews,61.0
346,Ubisoft Montreal,107950,Generally favorable reviews,22,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",16 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Generally favorable reviews,173.0
347,Ubisoft Shanghai,107654,Mixed or average reviews,19,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Generally favorable reviews,75.0
348,Bethesda Softworks,109188,Generally favorable reviews,12,"Role-Playing, First-Person, First-Person, Western-Style",,Bethesda Softworks,https://www.metacritic.com/company/bethesda-softworks,M,Mixed or average reviews,124.0
349,Bethesda Softworks,109189,Generally favorable reviews,8,"Role-Playing, First-Person, First-Person, Western-Style",,Bethesda Softworks,https://www.metacritic.com/company/bethesda-softworks,M,Generally favorable reviews,55.0
350,Rebellion,109021,Generally unfavorable reviews,8,"Action, Shooter, First-Person, Tactical, Modern",32 Players Online,NovaLogic,https://www.metacritic.com/company/novalogic,T,Mixed or average reviews,13.0
351,Ubisoft Montreal,107948,Generally favorable reviews,69,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",16 Players Online Up to 16 Players,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Generally favorable reviews,253.0
352,Ubisoft Paris,108072,Mixed or average reviews,54,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",No Online Multiplayer,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Mixed or average reviews,134.0
353,Traveller's Tales,109125,Mixed or average reviews,26,"Action, Action Adventure, Sci-Fi, Sci-Fi, General, Shooter, First-Person, Third-Person, Arcade",No Online Multiplayer,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,E10+,Mixed or average reviews,32.0
354,Treyarch,108312,Generally favorable reviews,43,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",16 Players Online Up to 16 Players,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,125.0
355,Exakt,108313,Mixed or average reviews,42,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",No Online Multiplayer,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,70.0
356,Cauldron Ltd.,108611,Mixed or average reviews,19,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",No Online Multiplayer,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,33.0
357,Traveller's Tales,108263,Mixed or average reviews,9,"Action, Action Adventure, Sci-Fi, Sci-Fi, General, Shooter, First-Person, Third-Person, Arcade",,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,E10+,Generally favorable reviews,44.0
358,Amaze Entertainment,108265,Mixed or average reviews,11,"Action, Action Adventure, Shooter, Sci-Fi, General, Shooter, First-Person, Third-Person, Sci-Fi, Arcade",No Online Multiplayer,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,T,Mixed or average reviews,21.0
359,Insomniac Games,106749,Generally favorable reviews,70,"Action, Shooter, Shooter, First-Person, Sci-Fi, Modern, Sci-Fi, Arcade",32 Players Online Up to 40 Players,SCEA,https://www.metacritic.com/company/scea,M,Generally favorable reviews,887.0
360,Treyarch,108314,Generally favorable reviews,14,"Action, Shooter, First-Person, Historic",16 Players Online,Activision,https://www.metacritic.com/company/activision,T,Generally favorable reviews,140.0
361,Treyarch,106871,Generally favorable reviews,71,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",24 Players Online Up to 24 Players,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,303.0
362,Treyarch,163057,Generally favorable reviews,12,"Action, Shooter, First-Person, Historic",16 Players Online,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,27.0
363,Day 1 Studios,108104,Generally favorable reviews,44,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",16 Players Online Up to 16 Players,Vivendi Games,https://www.metacritic.com/company/vivendi-games,M,Generally favorable reviews,167.0
364,Arkane Studios,107115,Mixed or average reviews,44,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",32 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Generally favorable reviews,1224.0
365,"Monolith Productions, TimeGate Studios",108279,Generally favorable reviews,30,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",,Vivendi Games,https://www.metacritic.com/company/vivendi-games,M,Generally favorable reviews,199.0
366,Team Fusion,108838,Mixed or average reviews,24,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",32 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Generally favorable reviews,63.0
367,EA DICE,108010,Generally favorable reviews,48,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",64 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Mixed or average reviews,389.0
368,Nerve Software,109113,Generally favorable reviews,26,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",4 Players Online,Activision,https://www.metacritic.com/company/activision,M,Generally favorable reviews,172.0
369,Activision Value,106944,Mixed or average reviews,8,"Action, Shooter, First-Person, Tactical, Modern",10 Players Online,Activision Value,https://www.metacritic.com/company/activision-value,E10+,Generally favorable reviews,36.0
370,Monolith Productions,108846,Universal acclaim,4,"Action, Shooter, Shooter, First-Person, Modern, Arcade",16 Players Online Up to 16 Players,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,M,Generally favorable reviews,90.0
371,Cornered Rat,106125,Mixed or average reviews,5,"Action, Shooter, Shooter, First-Person, Historic, Historic",Massively Multiplayer,Matrix Games,https://www.metacritic.com/company/matrix-games,M,Generally favorable reviews,105.0
372,Direct Action Games,107710,Generally unfavorable reviews,7,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",16 Players Online,Groove Games,https://www.metacritic.com/company/groove-games,M,Generally unfavorable reviews,15.0
373,Digital Extremes,162990,Mixed or average reviews,19,"Action, Shooter, First-Person, Sci-Fi",16 Players Online,Groove Games,https://www.metacritic.com/company/groove-games,T,No user score yet,
374,People Can Fly,162013,Mixed or average reviews,33,"Action, Shooter, First-Person, Fantasy",8 Players Online,DreamCatcher Interactive,https://www.metacritic.com/company/dreamcatcher-interactive,M,Generally favorable reviews,19.0
375,Direct Action Games,162991,Generally unfavorable reviews,4,"Action, Shooter, First-Person, Historic",16 Players Online,Groove Games,https://www.metacritic.com/company/groove-games,M,Generally unfavorable reviews,7.0
376,Digital Extremes,102534,Mixed or average reviews,14,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",32 Players Online,Groove Games,https://www.metacritic.com/company/groove-games,T,Mixed or average reviews,6.0
377,Venom Games,106623,Generally favorable reviews,80,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",8 Players Online Up to 8 Players,2K Games,https://www.metacritic.com/company/2k-games,M,Mixed or average reviews,148.0
378,Outerlight,108166,Generally favorable reviews,24,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",32 Players Online No Online Multiplayer,"Merscom LLC, Outerlight",https://www.metacritic.com/company/merscom-llc,T,Mixed or average reviews,479.0
379,Human Head Studios,100829,Generally favorable reviews,51,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",8 Players Online Up to 8 Players,2K Games,https://www.metacritic.com/company/2k-games,M,Generally favorable reviews,455.0
380,Ladyluck Digital Media,107796,Generally unfavorable reviews,10,"Action, Shooter, Shooter, First-Person, Sci-Fi, Arcade",2 Players Online,Tri Synergy,https://www.metacritic.com/company/tri-synergy,T,Generally unfavorable reviews,12.0
381,Rocksteady Studios,162611,Mixed or average reviews,34,"Action, Shooter, First-Person, Modern",8 Players Online,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,M,Generally favorable reviews,16.0
382,Rocksteady Studios,105134,Mixed or average reviews,35,"Action, Shooter, First-Person, Modern",8 Players Online,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,M,Generally favorable reviews,52.0
383,Valve Software,106220,Generally favorable reviews,61,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",No Online Multiplayer,EA Games,https://www.metacritic.com/company/ea-games,M,Generally favorable reviews,3126.0
384,Parallax Art Studio,108011,Generally unfavorable reviews,5,"Action, Shooter, First-Person, Sci-Fi",,Reef Entertainment,https://www.metacritic.com/company/reef-entertainment,,Generally unfavorable reviews,16.0
385,Ritual Entertainment,107010,Generally favorable reviews,42,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",No Online Multiplayer,"Ritual Entertainment, Electronic Arts",https://www.metacritic.com/company/ritual-entertainment,M,Generally favorable reviews,437.0
386,GRIN,106097,Generally favorable reviews,26,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",32 Players Online Up to 32 Players,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Generally favorable reviews,159.0
387,Super X Studios,106973,Mixed or average reviews,10,"Miscellaneous, Adventure, First-Person, Edutainment, Modern",No Online Multiplayer,"Ubisoft, Super X Studios",https://www.metacritic.com/company/ubisoft,,Mixed or average reviews,7.0
388,Torus Games,162757,Generally unfavorable reviews,6,"Action, Shooter, First-Person, Sci-Fi",,Global Star Software,https://www.metacritic.com/company/global-star-software,T,No user score yet,
389,Digital Illusions,105860,Generally favorable reviews,54,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",24 Players Online Up to 24 Players,EA Games,https://www.metacritic.com/company/ea-games,T,Mixed or average reviews,84.0
390,Pyro Studios,104273,Mixed or average reviews,20,"Action, Shooter, Shooter, First-Person, Tactical, Historic, Historic",16 Players Online,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,T,Mixed or average reviews,73.0
391,Pyro Studios,104274,Mixed or average reviews,26,"Action, Shooter, First-Person, Tactical, Historic",8 Players Online,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,T,Generally favorable reviews,20.0
392,Pyro Studios,162554,Mixed or average reviews,27,"Action, Shooter, First-Person, Tactical, Historic",8 Players Online,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,T,Generally favorable reviews,6.0
393,Burut Software,107642,Mixed or average reviews,32,"Action, Shooter, Shooter, First-Person, Tactical, Historic, Historic",No Online Multiplayer,cdv Software,https://www.metacritic.com/company/cdv-software,M,Mixed or average reviews,22.0
394,Ubisoft Shanghai,106098,Generally unfavorable reviews,8,"Action, Shooter, First-Person, Tactical, Modern",8 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Generally unfavorable reviews,46.0
395,Ubisoft Montreal,162984,Generally favorable reviews,15,"Action, Shooter, First-Person, Modern",16 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Mixed or average reviews,41.0
396,Ubisoft Montreal,107728,Generally favorable reviews,46,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",16 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Mixed or average reviews,93.0
397,"Nintendo, Nintendo Software Technology",104135,Generally favorable reviews,54,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",4 Players Online,Nintendo,https://www.metacritic.com/company/nintendo,T,Generally favorable reviews,269.0
398,"Bethesda Softworks, Bethesda Game Studios",105169,Universal acclaim,54,"Role-Playing, First-Person, First-Person, Western-Style",No Online Multiplayer,2K Games,https://www.metacritic.com/company/2k-games,M,Generally favorable reviews,3781.0
399,"Bethesda Softworks, Bethesda Game Studios",106222,Universal acclaim,90,"Role-Playing, First-Person, First-Person, Western-Style",No Online Multiplayer,2K Games,https://www.metacritic.com/company/2k-games,M,Generally favorable reviews,1463.0
400,Digital Illusions,107993,Mixed or average reviews,11,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",64 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Mixed or average reviews,31.0
401,Telltale Games,107566,Mixed or average reviews,16,"Adventure, 3D, First-Person, Modern, Modern",No Online Multiplayer,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Mixed or average reviews,25.0
402,Ubisoft Quebec,162985,Mixed or average reviews,10,"Action, Shooter, First-Person, Tactical, Modern",16 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Generally unfavorable reviews,21.0
403,Tripwire Interactive,107959,Generally favorable reviews,22,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",32 Players Online,Bold Games,https://www.metacritic.com/company/bold-games,M,Generally favorable reviews,1299.0
404,Ubisoft Paris,106099,Universal acclaim,78,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",16 Players Online Up to 16 Players,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Generally favorable reviews,240.0
405,Criterion Games,104207,Generally favorable reviews,62,"Action, Shooter, First-Person, Modern",,EA Games,https://www.metacritic.com/company/ea-games,M,Generally favorable reviews,317.0
406,Criterion Games,162546,Generally favorable reviews,65,"Action, Shooter, First-Person, Modern",,EA Games,https://www.metacritic.com/company/ea-games,M,Generally favorable reviews,74.0
407,Sylum Entertainment,105211,Generally unfavorable reviews,15,"Action, Shooter, First-Person, Historic",,Merscom LLC,https://www.metacritic.com/company/merscom-llc,T,Generally unfavorable reviews,5.0
408,Techland,105305,Mixed or average reviews,15,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",16 Players Online,TopWare Interactive,https://www.metacritic.com/company/topware-interactive,M,Mixed or average reviews,27.0
409,Digital Illusions,107031,Generally favorable reviews,25,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",64 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Generally favorable reviews,73.0
410,Raven Software,106644,Generally favorable reviews,52,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",8 Players Online Up to 8 Players,Activision,https://www.metacritic.com/company/activision,M,Mixed or average reviews,102.0
411,Rare Ltd.,101697,Generally favorable reviews,75,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",32 Players Online Up to 32 Players,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,M,Mixed or average reviews,269.0
412,Infinity Ward,106379,Generally favorable reviews,65,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",8 Players Online Up to 64 Players,Activision,https://www.metacritic.com/company/activision,T,Generally favorable reviews,405.0
413,Valve Software,161820,Universal acclaim,35,"Action, Shooter, First-Person, Sci-Fi",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,M,Generally favorable reviews,169.0
414,Legacy Interactive,103868,Mixed or average reviews,15,"Adventure, 3D, First-Person, Modern, Modern",,Legacy Interactive,https://www.metacritic.com/company/legacy-interactive,M,Mixed or average reviews,9.0
415,Strangelite,103657,Generally unfavorable reviews,18,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",Up to 32 Players,Empire Interactive,https://www.metacritic.com/company/empire-interactive,M,Mixed or average reviews,47.0
416,Bohemia Interactive,161459,Mixed or average reviews,24,"Action, Shooter, First-Person, Tactical, Modern",14 Players Online,Codemasters,https://www.metacritic.com/company/codemasters,T,Generally favorable reviews,28.0
417,Digital Eel,105884,Generally favorable reviews,6,"Adventure, 3D, First-Person, Sci-Fi, Sci-Fi",No Online Multiplayer,Shrapnel Games,https://www.metacritic.com/company/shrapnel-games,,Mixed or average reviews,24.0
418,Knut Mueller,103768,Generally favorable reviews,6,"Adventure, 3D, First-Person, Fantasy, Fantasy",,Got Game Entertainment,https://www.metacritic.com/company/got-game-entertainment,E,Mixed or average reviews,7.0
419,Pandemic Studios,162770,Generally favorable reviews,40,"Action, Shooter, First-Person, Sci-Fi",32 Players Online,LucasArts,https://www.metacritic.com/company/lucasarts,T,Generally favorable reviews,173.0
420,Treyarch,162811,Generally favorable reviews,46,"Action, Shooter, First-Person, Historic",16 Players Online,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,33.0
421,Treyarch,162812,Generally favorable reviews,28,"Action, Shooter, First-Person, Historic",,Activision,https://www.metacritic.com/company/activision,T,Generally favorable reviews,19.0
422,"Pandemic Studios, Savage Entertainment",106781,Mixed or average reviews,22,"Shooter, Sci-Fi, Sci-Fi, Action, Shooter, First-Person, Arcade",4 Players Online,LucasArts,https://www.metacritic.com/company/lucasarts,T,Generally favorable reviews,149.0
423,Pandemic Studios,106149,Generally favorable reviews,23,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",64 Players Online Online Multiplayer,LucasArts,https://www.metacritic.com/company/lucasarts,T,Generally favorable reviews,627.0
424,AWE Games,105918,Mixed or average reviews,28,"Adventure, First-Person, 3D, Point-and-Click, Modern, Third-Person, Modern",No Online Multiplayer,The Adventure Company,https://www.metacritic.com/company/the-adventure-company,T,Generally favorable reviews,36.0
425,G-Artists,105232,Mixed or average reviews,23,"Action, Shooter, Shooter, First-Person, Third-Person, Sci-Fi, Sci-Fi, Sci-Fi, Arcade",,Bandai,https://www.metacritic.com/company/bandai,T,Generally favorable reviews,19.0
426,Brainbox Games,162924,Generally unfavorable reviews,9,"Action, Shooter, First-Person, Modern",8 Players Online,Groove Games,https://www.metacritic.com/company/groove-games,M,Mixed or average reviews,12.0
427,Gearbox Software,106096,Mixed or average reviews,20,"Action, Shooter, First-Person, Historic",4 Players Online,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Generally favorable reviews,32.0
428,Infinity Ward,104379,Generally favorable reviews,64,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",32 Players Online Up to 64 Players,Activision,https://www.metacritic.com/company/activision,T,Generally favorable reviews,1165.0
429,Digital Illusions,103949,Generally favorable reviews,42,"Action, Shooter, First-Person, Tactical, Modern",32 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Generally favorable reviews,91.0
430,Pterodon,106443,Mixed or average reviews,29,"Action, Shooter, Shooter, First-Person, Historic, Arcade",64 Players Online,2K Games,https://www.metacritic.com/company/2k-games,M,Mixed or average reviews,46.0
431,Digital Illusions,162530,Generally favorable reviews,49,"Action, Shooter, First-Person, Tactical, Modern",32 Players Online,EA Games,https://www.metacritic.com/company/ea-games,T,Generally favorable reviews,32.0
432,Brainbox Games,107178,Generally unfavorable reviews,4,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",8 Players Online,Groove Games,https://www.metacritic.com/company/groove-games,M,Mixed or average reviews,62.0
433,Ubisoft Montreal,111440,Generally favorable reviews,66,"Action, Shooter, Shooter, First-Person, Tactical, Modern, Modern",16 Players Online Up to 16 Players,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Generally favorable reviews,198.0
434,A.C.R.O.N.Y.M. Games,109985,Mixed or average reviews,10,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",4 Players Online,"SCEA, Capcom",https://www.metacritic.com/company/scea,E10+,Mixed or average reviews,9.0
435,A.C.R.O.N.Y.M. Games,109984,Mixed or average reviews,27,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",4 Players Online,Capcom,https://www.metacritic.com/company/capcom,E10+,Generally favorable reviews,10.0
