,developer,id,metascore_how,metascore_review,multigenre,player,publisher,publisher_url,rating,userscore_how,userscore_review
989,Ubisoft Montpellier,261338,Universal acclaim,16,"Platformer, 2D, Action, Platformer, 2D",No Online Multiplayer,Ubisoft,https://www.metacritic.com/company/ubisoft,E10+,Generally favorable reviews,1080.0
990,Ubisoft Montpellier,261339,Universal acclaim,6,"Platformer, 2D, Action, Platformer, 2D",No Online Multiplayer,Ubisoft,https://www.metacritic.com/company/ubisoft,E10+,Generally favorable reviews,262.0
991,Corecell Technology,254953,Mixed or average reviews,14,"Action, Platformer, Platformer, 3D, 2D, 3D",,Corecell Technology,https://www.metacritic.com/company/corecell-technology,E10+,Mixed or average reviews,19.0
992,Engine Software,238332,Generally favorable reviews,17,"Action, Action Adventure, Platformer, Platformer, Sandbox, 2D, 2D",Up to 8 Players,505 Games,https://www.metacritic.com/company/505-games,T,Generally favorable reviews,117.0
993,Rain Games,244756,Generally favorable reviews,15,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,"Rain Games, Soedesco",https://www.metacritic.com/company/rain-games,E,Generally favorable reviews,119.0
994,Image & Form,261519,Generally favorable reviews,12,"Action, Action Adventure, Platformer, General, Platformer, 2D, 2D, , Metroidvania",No Online Multiplayer,Image & Form,https://www.metacritic.com/company/image-form,,Generally favorable reviews,156.0
995,M2,248985,Generally favorable reviews,6,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,Sega,https://www.metacritic.com/company/sega,E,Generally favorable reviews,77.0
996,Zoink!,261486,Generally favorable reviews,6,"Action, Platformer, Platformer, 3D, 3D",,Ripstone,https://www.metacritic.com/company/ripstone,T,Generally favorable reviews,24.0
997,Damp Gnat,245956,Generally favorable reviews,17,"Action, Platformer, Platformer, 2D, 2D",,"Chillingo Ltd, Chillingo",https://www.metacritic.com/company/chillingo-ltd,,Mixed or average reviews,9.0
998,Nintendo,245751,Universal acclaim,83,"Platformer, 3D, Action, Platformer, 3D",No Online Multiplayer,Nintendo,https://www.metacritic.com/company/nintendo,E,Generally favorable reviews,2174.0
999,Sega,261425,Generally favorable reviews,16,"Action, Platformer, Platformer, 2D, 2D",,Disney Interactive Studios,https://www.metacritic.com/company/disney-interactive-studios,,Mixed or average reviews,14.0
1000,Zoink!,244899,Generally favorable reviews,17,"Action, Platformer, Platformer, 3D, 3D",,Ripstone,https://www.metacritic.com/company/ripstone,T,Generally favorable reviews,65.0
1001,Vicarious Visions,248662,Generally favorable reviews,7,"Action, Platformer, Platformer, 3D, 3D",,Activision,https://www.metacritic.com/company/activision,E10+,Mixed or average reviews,57.0
1002,Compulsion Games,250065,Mixed or average reviews,39,"Platformer, 3D, Miscellaneous, Puzzle, Action, Puzzle, Action",,"Focus Home Interactive, Compulsion Games",https://www.metacritic.com/company/focus-home-interactive,T,Mixed or average reviews,390.0
1003,"Frozenbyte, Inc.",261372,Generally favorable reviews,9,"Platformer, 2D, Action, Platformer, 2D",Up to 3 Players,"Frozenbyte, Inc.",https://www.metacritic.com/company/frozenbyte-inc,E10+,Generally favorable reviews,356.0
1004,Tamsoft,251028,Mixed or average reviews,27,"Action, Platformer, Beat-'Em-Up, 2D, 2D",,XSEED Games,https://www.metacritic.com/company/xseed-games,T,Mixed or average reviews,71.0
1005,Shin'en,238180,Mixed or average reviews,14,"Action, Platformer, Platformer, 3D, 3D",,Shin'en,https://www.metacritic.com/company/shinen,E10+,Mixed or average reviews,7.0
1006,Insomniac Games,248996,Generally favorable reviews,60,"Action, Platformer, Platformer, 3D, 3D",,SCEA,https://www.metacritic.com/company/scea,E10+,Generally favorable reviews,333.0
1007,Sonic Team,243305,Mixed or average reviews,64,"Action, Platformer, Platformer, 3D, 3D",No Online Multiplayer,Sega,https://www.metacritic.com/company/sega,E10+,Mixed or average reviews,604.0
1008,Dimps Corporation,243306,Mixed or average reviews,34,"Action, Platformer, Platformer, 3D, 3D",,Sega,https://www.metacritic.com/company/sega,E10+,Mixed or average reviews,188.0
1009,Scientifically Proven,259700,Mixed or average reviews,9,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,Midnight City,https://www.metacritic.com/company/midnight-city,T,Generally favorable reviews,45.0
1010,Seaven Studio,259509,Mixed or average reviews,7,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,"Plug In Digital, Seaven Studio",https://www.metacritic.com/company/plug-in-digital,,Mixed or average reviews,13.0
1011,Swing Swing Submarine,250845,Mixed or average reviews,7,"Miscellaneous, Puzzle, Action, Platformer, 2D",No Online Multiplayer,Swing Swing Submarine,https://www.metacritic.com/company/swing-swing-submarine,,Generally favorable reviews,20.0
1012,WayForward,254309,Mixed or average reviews,5,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,WayForward,https://www.metacritic.com/company/wayforward,E10+,Mixed or average reviews,22.0
1013,Jeppe Carlsen,237584,Generally favorable reviews,6,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,Jeppe Carlsen,https://www.metacritic.com/company/jeppe-carlsen,E,Mixed or average reviews,82.0
1014,Vicarious Visions,232947,Generally favorable reviews,37,"Action, Platformer, Platformer, 3D, 3D",,Activision,https://www.metacritic.com/company/activision,E10+,Mixed or average reviews,48.0
1015,Vicarious Visions,232948,Generally favorable reviews,31,"Action, Platformer, Platformer, 3D, 3D",No Online Multiplayer,Activision,https://www.metacritic.com/company/activision,E10+,Mixed or average reviews,43.0
1016,Vicarious Visions,232949,Generally favorable reviews,7,"Action, Platformer, Platformer, 3D, 3D",,Activision,https://www.metacritic.com/company/activision,E10+,Mixed or average reviews,126.0
1017,n-Space,232950,Mixed or average reviews,12,"Action, Platformer, Platformer, 3D, 3D",,Activision,https://www.metacritic.com/company/activision,E10+,Mixed or average reviews,21.0
1018,Phobic Studios,258257,Mixed or average reviews,5,"Action, Platformer, Platformer, 2D, 2D",,Phobic Studios,https://www.metacritic.com/company/phobic-studios,,Mixed or average reviews,24.0
1019,Grip Games,256473,Mixed or average reviews,8,"Action, Platformer, Platformer, 2D, 2D",,Grip Games,https://www.metacritic.com/company/grip-games,T,Mixed or average reviews,11.0
1020,Grip Games,256474,Mixed or average reviews,8,"Action, Platformer, Platformer, 2D, 2D",,Grip Games,https://www.metacritic.com/company/grip-games,T,Mixed or average reviews,7.0
1021,ORiGO GAMES,236197,Mixed or average reviews,7,"Action, Platformer, Platformer, 2D, 3D, 2D",,Aksys Games,https://www.metacritic.com/company/aksys-games,E10+,Mixed or average reviews,18.0
