,developer,id,metascore_how,metascore_review,multigenre,player,publisher,publisher_url,rating,userscore_how,userscore_review
0,PopTop Software,102888,Generally favorable reviews,28,"Strategy, Miscellaneous, Real-Time, Management, Compilation, Modern, Modern, Government",,Gathering,https://www.metacritic.com/company/gathering,T,Generally favorable reviews,135.0
1,Gabriel Interactive,101529,Generally unfavorable reviews,7,"Strategy, Breeding/Constructing, General, Breeding/Constructing",,"WizardWorks, Infogrames",https://www.metacritic.com/company/wizardworks,E,Mixed or average reviews,25.0
2,HAL Labs,160967,Generally favorable reviews,12,"Strategy, General",,Nintendo,https://www.metacritic.com/company/nintendo,E,Generally favorable reviews,187.0
3,Lionhead Studios,102931,Universal acclaim,34,"Strategy, Real-Time, Fantasy, General, Fantasy",,EA Games,https://www.metacritic.com/company/ea-games,T,Generally favorable reviews,402.0
4,BreakAway Games,101500,Generally favorable reviews,9,"Strategy, General, General",,Strategy First,https://www.metacritic.com/company/strategy-first,E,Mixed or average reviews,5.0
5,Cyberlore Studios,101332,Mixed or average reviews,6,"Strategy, General, General",,Hasbro Interactive,https://www.metacritic.com/company/hasbro-interactive,E,Generally favorable reviews,26.0
6,Continuum,101492,Mixed or average reviews,8,"Strategy, Real-Time, General, General, Command",Up to 16 Players,Take-Two Interactive,https://www.metacritic.com/company/take-two-interactive,T,Generally favorable reviews,31.0
7,Reflexive Entertainment,102882,Mixed or average reviews,22,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,10.0
8,TimeGate Studios,101252,Generally favorable reviews,21,"Strategy, Real-Time, General, General, Command",Up to 8 Players,Strategy First,https://www.metacritic.com/company/strategy-first,T,Generally favorable reviews,50.0
9,Object,101322,Mixed or average reviews,14,"Strategy, Real-Time, Fantasy, General, Fantasy",,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,T,Mixed or average reviews,16.0
10,Konami,101198,Generally favorable reviews,15,"Strategy, Real-Time, Sci-Fi",,Konami,https://www.metacritic.com/company/konami,T,Generally favorable reviews,22.0
11,TopWare Interactive,101254,Generally favorable reviews,13,"Strategy, Real-Time, General, General, Command",Up to 8 Players,Game Studios,https://www.metacritic.com/company/game-studios,T,Mixed or average reviews,24.0
12,JoWooD Entertainment AG,101575,Mixed or average reviews,4,"Strategy, General, General",No Online Multiplayer,JoWooD Entertainment AG,https://www.metacritic.com/company/jowood-entertainment-ag,E,Generally favorable reviews,23.0
13,Techland,101382,Generally unfavorable reviews,5,"Strategy, Real-Time, General, General, Command",No Online Multiplayer,EON Digital Entertainment,https://www.metacritic.com/company/eon-digital-entertainment,T,Mixed or average reviews,13.0
14,Paradox Development Studio,101454,Generally favorable reviews,11,"Strategy, General, General",,Strategy First,https://www.metacritic.com/company/strategy-first,E,Generally favorable reviews,41.0
15,Akella,102941,Mixed or average reviews,15,"Strategy, Real-Time, General, General",Up to 16 Players,TalonSoft,https://www.metacritic.com/company/talonsoft,E,No user score yet,
16,Bullfrog Productions,101276,Generally favorable reviews,15,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",,EA Games,https://www.metacritic.com/company/ea-games,E,Mixed or average reviews,8.0
17,Fireglow,100971,Mixed or average reviews,16,"Strategy, General, General",,Strategy First,https://www.metacritic.com/company/strategy-first,E,Generally favorable reviews,31.0
18,"Phantagram, Bloom Technology",102865,Mixed or average reviews,22,"Strategy, Real-Time, General, General",Up to 8 Players,Gathering,https://www.metacritic.com/company/gathering,T,Mixed or average reviews,16.0
19,Data Becker,101424,Mixed or average reviews,15,"Strategy, Real-Time, Historic, General, Historic",No Online Multiplayer,Data Becker,https://www.metacritic.com/company/data-becker,E,Mixed or average reviews,13.0
20,Planet4,101395,Mixed or average reviews,6,"Strategy, Real-Time, General, General",,"JoWooD Entertainment AG, Simon & Schuster",https://www.metacritic.com/company/jowood-entertainment-ag,T,Mixed or average reviews,5.0
21,O3 Games,101341,Mixed or average reviews,6,"Strategy, Real-Time, General, General",,Strategy First,https://www.metacritic.com/company/strategy-first,T,Generally favorable reviews,11.0
22,Boris Games,101498,Generally unfavorable reviews,5,"Strategy, General, General",,JoWooD Entertainment AG,https://www.metacritic.com/company/jowood-entertainment-ag,T,Generally favorable reviews,7.0
23,Boku Strategy Games,101366,Mixed or average reviews,7,"Strategy, Turn-Based, Historic, General",,Shrapnel Games,https://www.metacritic.com/company/shrapnel-games,,No user score yet,
24,High Voltage Software,101302,Generally favorable reviews,7,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,T,Mixed or average reviews,6.0
25,Taldren,101202,Generally favorable reviews,16,"Strategy, Real-Time, General, Tactics",,Interplay,https://www.metacritic.com/company/interplay,E,Mixed or average reviews,8.0
26,Bimboosoft,160869,Mixed or average reviews,4,"Strategy, Tycoon",,Xicat Interactive,https://www.metacritic.com/company/xicat-interactive,E,Generally favorable reviews,10.0
27,Bullfrog Productions,101277,Generally favorable reviews,11,"Strategy, Tycoon",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,E,Generally favorable reviews,21.0
28,Sir-Tech Software Inc.,101343,Mixed or average reviews,20,"Strategy, Turn-Based, Modern, Tactics",,Interplay,https://www.metacritic.com/company/interplay,T,Generally favorable reviews,55.0
29,Minds-Eye Productions,102923,Mixed or average reviews,18,"Strategy, Puzzle, Action, General, General",,Empire Interactive,https://www.metacritic.com/company/empire-interactive,E,Mixed or average reviews,14.0
30,Cauldron Ltd.,102854,Mixed or average reviews,11,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, General, Tactics",,Blue Byte,https://www.metacritic.com/company/blue-byte,T,Generally favorable reviews,12.0
31,Victor Interactive Software,160955,Generally favorable reviews,6,"Strategy, Breeding/Constructing",,Natsume,https://www.metacritic.com/company/natsume,E,Generally favorable reviews,102.0
32,Activision,102855,Mixed or average reviews,21,"Strategy, Turn-Based, Historic, General, Historic, 4X",No Online Multiplayer,Activision,https://www.metacritic.com/company/activision,E,Mixed or average reviews,19.0
33,Koei,100673,Generally favorable reviews,20,"Strategy, Real-Time, Historic",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,T,Generally favorable reviews,17.0
34,Paradox Development Studio,103078,Mixed or average reviews,9,"Strategy, Real-Time, Historic, General, Historic",,Strategy First,https://www.metacritic.com/company/strategy-first,E,Mixed or average reviews,12.0
35,Malfador Machinations,101244,Generally favorable reviews,13,"Strategy, Turn-Based, General, General, 4X",Up to 20 Players,Shrapnel Games,https://www.metacritic.com/company/shrapnel-games,E,Generally favorable reviews,45.0
36,Minds-Eye Productions,160745,Mixed or average reviews,6,"Strategy, General",,Empire Interactive,https://www.metacritic.com/company/empire-interactive,E,No user score yet,
37,Shiny Entertainment,102919,Generally favorable reviews,31,"Strategy, Real-Time, Fantasy, General, Fantasy",No Online Multiplayer,Interplay,https://www.metacritic.com/company/interplay,M,Generally favorable reviews,166.0
38,Random Games Inc.,101372,Generally unfavorable reviews,11,"Strategy, General, General",,"Atari, MicroProse",https://www.metacritic.com/company/atari,T,No user score yet,
39,Blue Tongue Entertainment,101215,Mixed or average reviews,19,"Action, Strategy, Real-Time, Shooter, First-Person, Sci-Fi, Tactics, Sci-Fi",,MicroProse,https://www.metacritic.com/company/microprose,T,Generally favorable reviews,58.0
40,Impressions Games,101192,Generally favorable reviews,23,"Strategy, General, General, Management, Government",No Online Multiplayer,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,E,Generally favorable reviews,93.0
41,Westwood Studios,102915,Generally favorable reviews,29,"Strategy, Real-Time, Sci-Fi, Sci-Fi, Command",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,T,Generally favorable reviews,557.0
42,Atomic Games,101318,Generally favorable reviews,17,"Strategy, Turn-Based, Real-Time, Historic, Tactics",,SSI,https://www.metacritic.com/company/ssi,E,Generally favorable reviews,31.0
43,Quest,163328,Generally favorable reviews,10,"Strategy, Turn-Based, Fantasy",,Atlus Co.,https://www.metacritic.com/company/atlus-co,T,Generally favorable reviews,99.0
44,JoWooD Entertainment AG,101287,Generally unfavorable reviews,8,"Strategy, General, General",,Simon & Schuster,https://www.metacritic.com/company/simon-schuster,T,Mixed or average reviews,7.0
45,Chris Sawyer,101344,Generally favorable reviews,12,"Strategy, Tycoon, Management, Business / Tycoon",,"Atari, MicroProse",https://www.metacritic.com/company/atari,E,Generally favorable reviews,207.0
46,SSI,101262,Mixed or average reviews,17,"Strategy, Turn-Based, General, General, Tactics",,SSI,https://www.metacritic.com/company/ssi,E,Generally favorable reviews,16.0
47,3DO,101351,Mixed or average reviews,7,"Strategy, General, General",,3DO,https://www.metacritic.com/company/3do,E,Generally favorable reviews,14.0
48,3DO,101354,Mixed or average reviews,7,"Strategy, General, General",,3DO,https://www.metacritic.com/company/3do,E,Mixed or average reviews,14.0
49,Metro,163129,Generally favorable reviews,6,"Strategy, General",,Vatical Entertainment,https://www.metacritic.com/company/vatical-entertainment,E,Generally favorable reviews,10.0
50,Barking Dog,101193,Generally favorable reviews,25,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,E,Generally favorable reviews,92.0
51,14 Degrees East,101197,Mixed or average reviews,23,"Strategy, General, General",Up to 3 Players,Interplay,https://www.metacritic.com/company/interplay,T,Mixed or average reviews,18.0
52,Infogrames Sheffield,161939,Mixed or average reviews,10,"Strategy, General",,Infogrames,https://www.metacritic.com/company/infogrames,T,Generally favorable reviews,72.0
53,Vivarium,160744,Generally favorable reviews,24,"Strategy, Breeding/Constructing",,Sega,https://www.metacritic.com/company/sega,T,Generally favorable reviews,18.0
54,Ellipse Studios,101140,Mixed or average reviews,16,"Strategy, Real-Time, General, General, Command",Up to 24 Players,Strategy First,https://www.metacritic.com/company/strategy-first,E,Generally favorable reviews,32.0
55,Zono Inc.,100729,Mixed or average reviews,20,"Strategy, Real-Time, General, General",,TalonSoft,https://www.metacritic.com/company/talonsoft,T,Generally favorable reviews,67.0
56,Silicon Dreams,102843,Mixed or average reviews,15,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Tactics",Up to 8 Players,TalonSoft,https://www.metacritic.com/company/talonsoft,M,No user score yet,
57,Genetic Anomalies,101188,Mixed or average reviews,10,"Strategy, General, General",2 Players,Activision,https://www.metacritic.com/company/activision,E,Generally favorable reviews,4.0
58,BreakAway Games,101233,Generally favorable reviews,13,"Strategy, City Building, Management, Historic, Government",,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,E,Mixed or average reviews,16.0
59,Strategic Studies Group,102909,Generally favorable reviews,19,"Strategy, General, General",,SSI,https://www.metacritic.com/company/ssi,T,Generally favorable reviews,23.0
60,Pandemic Studios,101177,Generally favorable reviews,26,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,20.0
61,Tremor Entertainment,160835,Generally favorable reviews,11,"Strategy, Tycoon",,Gathering,https://www.metacritic.com/company/gathering,,Generally favorable reviews,16.0
62,Creative Assembly,100908,Generally favorable reviews,24,"Strategy, Turn-Based, Real-Time, Historic, Historic, General, Historic",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,T,Generally favorable reviews,131.0
63,Mass Media,160758,Generally favorable reviews,17,"Strategy, Real-Time, Sci-Fi",,Nintendo,https://www.metacritic.com/company/nintendo,T,Generally favorable reviews,61.0
64,TopWare Interactive,102846,Generally favorable reviews,22,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",Up to 15 Players,SSI,https://www.metacritic.com/company/ssi,T,Generally favorable reviews,67.0
65,Massive Entertainment,102916,Generally favorable reviews,26,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Tactics",Up to 8 Players,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,T,Generally favorable reviews,48.0
66,Maxis,101168,Generally favorable reviews,9,"Strategy, City Building, Management, Modern, Modern, Government",,Maxis,https://www.metacritic.com/company/maxis,E,Generally favorable reviews,72.0
67,S-Neo,160787,Mixed or average reviews,5,"Strategy, Turn-Based, Fantasy",,Working Designs,https://www.metacritic.com/company/working-designs,T,Generally favorable reviews,32.0
68,Firaxis Games,100911,Generally favorable reviews,12,"Strategy, Real-Time, General, General",,Firaxis Games,https://www.metacritic.com/company/firaxis-games,E,Mixed or average reviews,5.0
69,Victor Interactive Software,160683,Generally favorable reviews,7,"Strategy, Breeding/Constructing",,Natsume,https://www.metacritic.com/company/natsume,E,Generally favorable reviews,80.0
70,Ensemble Studios,100119,Universal acclaim,21,"Strategy, Real-Time, Historic, Historic, Command",No Online Multiplayer Up to 8 Players,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,T,Universal acclaim,1377.0
71,"Relic, Relic Entertainment",100214,Universal acclaim,20,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",Up to 8 Players,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,E,Generally favorable reviews,408.0
72,Cavedog Entertainment,100221,Mixed or average reviews,18,"Strategy, Real-Time, Fantasy, General, Command",Up to 8 Players,"GT Interactive, Cavedog Entertainment",https://www.metacritic.com/company/gt-interactive,T,Generally favorable reviews,38.0
73,Firaxis Games,100185,Universal acclaim,19,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, 4X",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,E,Generally favorable reviews,268.0
74,"Bungie Software, Bungie",100217,Generally favorable reviews,12,"Strategy, Real-Time, Fantasy, General",,"Bungie Software, Bungie",https://www.metacritic.com/company/bungie-software,M,Generally favorable reviews,79.0
75,PopTop Software,100845,Generally favorable reviews,11,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",,Gathering,https://www.metacritic.com/company/gathering,E,Generally favorable reviews,101.0
76,TopWare Interactive,100515,Mixed or average reviews,9,"Strategy, General, General",,WizardWorks,https://www.metacritic.com/company/wizardworks,E,Generally favorable reviews,12.0
77,Blizzard Entertainment,100012,Generally favorable reviews,15,"Strategy, Real-Time, Sci-Fi, Sci-Fi, Command",,Blizzard Entertainment,https://www.metacritic.com/company/blizzard-entertainment,T,Universal acclaim,1285.0
78,SquareSoft,160669,Generally favorable reviews,12,"Strategy, Turn-Based, Fantasy",,SCEA,https://www.metacritic.com/company/scea,T,Universal acclaim,415.0
79,Tecmo,160703,Generally favorable reviews,5,"Strategy, Breeding/Constructing",,Tecmo,https://www.metacritic.com/company/tecmo,,Generally favorable reviews,19.0
80,"Bungie Software, Bungie",100160,Universal acclaim,9,"Strategy, Real-Time, Fantasy, General, Fantasy",,"Bungie Software, Bungie",https://www.metacritic.com/company/bungie-software,M,Generally favorable reviews,103.0
81,Firaxis Games,100912,Universal acclaim,7,"Strategy, Real-Time, Wargame, Real-Time, General",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,K-A,Mixed or average reviews,43.0
82,Ensemble Studios,100179,Generally favorable reviews,9,"Strategy, Real-Time, Historic, Historic, Command",,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,T,Generally favorable reviews,413.0
83,Cavedog Entertainment,100048,Generally favorable reviews,10,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",Up to 10 Players,Humongous Entertainment,https://www.metacritic.com/company/humongous-entertainment,T,Generally favorable reviews,218.0
84,Westwood Studios,100436,Universal acclaim,7,"Strategy, Real-Time, Sci-Fi, Sci-Fi, Command",2 Players,"Westwood Studios, Virgin Interactive",https://www.metacritic.com/company/westwood-studios,T,Generally favorable reviews,418.0
85,Impressions Games,100697,Generally favorable reviews,6,"Strategy, General, General",No Online Multiplayer,"Sierra Entertainment, VU Games",https://www.metacritic.com/company/sierra-entertainment,T,Generally favorable reviews,44.0
86,SimTex,100719,Generally favorable reviews,9,"Strategy, Turn-Based, Sci-Fi, 4X",2 Players,MicroProse,https://www.metacritic.com/company/microprose,K-A,Universal acclaim,70.0
87,Legend Entertainment,100946,Generally favorable reviews,5,"Strategy, General, General",,Accolade,https://www.metacritic.com/company/accolade,E,Mixed or average reviews,37.0
88,SSI,100308,Generally favorable reviews,4,"Strategy, Turn-Based, General, General",2 Players,SSI,https://www.metacritic.com/company/ssi,,Mixed or average reviews,4.0
89,Stick Man Games,100412,Mixed or average reviews,6,"Strategy, Turn-Based, Sci-Fi, General",,3DO,https://www.metacritic.com/company/3do,,Generally favorable reviews,19.0
90,MPS Labs,100422,Universal acclaim,7,"Strategy, Turn-Based, Historic, General, Historic, 4X",,MicroProse,https://www.metacritic.com/company/microprose,K-A,Generally favorable reviews,506.0
91,Westwood Studios,153732,Universal acclaim,5,"Sci-Fi, Strategy, Real-Time, Sci-Fi, General, Command",2 Players,Virgin Interactive,https://www.metacritic.com/company/virgin-interactive,T,Generally favorable reviews,489.0
92,Quest,160989,Generally favorable reviews,20,"Strategy, Turn-Based, Fantasy",,Atlus Co.,https://www.metacritic.com/company/atlus-co,E,Generally favorable reviews,46.0
93,"City Interactive, Lemon Interactive",101501,Mixed or average reviews,4,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",Up to 8 Players,DreamCatcher Interactive,https://www.metacritic.com/company/dreamcatcher-interactive,T,Mixed or average reviews,6.0
94,Black Cactus,101279,Mixed or average reviews,16,"Strategy, Real-Time, Fantasy, General, Fantasy",No Online Multiplayer,Microids,https://www.metacritic.com/company/microids,T,Generally favorable reviews,19.0
95,Gigawatt Studios,102187,Generally favorable reviews,5,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",,"Disney Interactive, Disney Interactive Studios",https://www.metacritic.com/company/disney-interactive,E,Mixed or average reviews,7.0
96,GSC Game World,101879,Mixed or average reviews,10,"Strategy, Real-Time, Historic, Historic, Command",No Online Multiplayer,cdv Software,https://www.metacritic.com/company/cdv-software,T,Generally favorable reviews,79.0
97,GolemLabs,102056,Generally unfavorable reviews,7,"Strategy, Turn-Based, Wargame, Turn-Based, General",,DreamCatcher Interactive,https://www.metacritic.com/company/dreamcatcher-interactive,E,Generally unfavorable reviews,12.0
98,New World Computing,101566,Generally favorable reviews,18,"Strategy, Turn-Based, Fantasy, General, Fantasy",,3DO,https://www.metacritic.com/company/3do,E,Generally favorable reviews,390.0
99,Pandemic Studios,102021,Mixed or average reviews,14,"Strategy, Real-Time, Fantasy",,3DO,https://www.metacritic.com/company/3do,T,Mixed or average reviews,7.0
100,Object,102087,Mixed or average reviews,9,"Strategy, Real-Time, Historic, General, Historic",,Strategy First,https://www.metacritic.com/company/strategy-first,T,No user score yet,
101,Pandemic Studios,101977,Mixed or average reviews,9,"Strategy, Real-Time, Fantasy, General, Fantasy, Command",No Online Multiplayer,3DO,https://www.metacritic.com/company/3do,T,Generally favorable reviews,44.0
102,Creative Edge Software,102028,Mixed or average reviews,14,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",,Ubisoft,https://www.metacritic.com/company/ubisoft,M,Mixed or average reviews,10.0
103,Innonics,101527,Mixed or average reviews,13,"Strategy, Real-Time, Fantasy, General, Fantasy",,Strategy First,https://www.metacritic.com/company/strategy-first,T,Generally favorable reviews,44.0
104,Cat Daddy Games,102160,Mixed or average reviews,4,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",,DreamCatcher Interactive,https://www.metacritic.com/company/dreamcatcher-interactive,E,No user score yet,
105,Strategic Studies Group,101933,Generally favorable reviews,21,"Strategy, Real-Time, Fantasy, General, Fantasy",,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Generally favorable reviews,47.0
106,WinkySoft,161164,Mixed or average reviews,12,"Strategy, Turn-Based, Sci-Fi",,Konami,https://www.metacritic.com/company/konami,E,Generally favorable reviews,17.0
107,Cat Daddy Games,102114,Mixed or average reviews,5,"Strategy, Tycoon, Management, Business / Tycoon",,Activision Value,https://www.metacritic.com/company/activision-value,E,No user score yet,
108,ProSim,102065,Mixed or average reviews,10,"Strategy, Real-Time, Wargame, Real-Time, General",,Shrapnel Games,https://www.metacritic.com/company/shrapnel-games,,No user score yet,
109,Digital Eel,102165,Generally favorable reviews,6,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",,Cheapass Games,https://www.metacritic.com/company/cheapass-games,,Generally favorable reviews,6.0
110,Auran,101957,Generally favorable reviews,16,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",,Strategy First,https://www.metacritic.com/company/strategy-first,E,Mixed or average reviews,7.0
111,BreakAway Games,101962,Generally favorable reviews,15,"Strategy, Miscellaneous, Tycoon, Management, Compilation, Tycoon, Government, Business / Tycoon",,Take-Two Interactive,https://www.metacritic.com/company/take-two-interactive,T,Generally favorable reviews,24.0
112,"Holistic Design, Inc.",101996,Generally unfavorable reviews,10,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",,Take-Two Interactive,https://www.metacritic.com/company/take-two-interactive,E,Generally unfavorable reviews,9.0
113,Firaxis Games,101678,Generally favorable reviews,25,"Strategy, Real-Time, Modern, General",,EA Games,https://www.metacritic.com/company/ea-games,E,Generally favorable reviews,25.0
114,Strategy First,102858,Generally favorable reviews,18,"Strategy, Turn-Based, Fantasy, General, Fantasy",Up to 4 Players,Strategy First,https://www.metacritic.com/company/strategy-first,T,Generally favorable reviews,173.0
115,Lionhead Studios,101906,Mixed or average reviews,19,"Strategy, Real-Time, Fantasy, General, Fantasy",,EA Games,https://www.metacritic.com/company/ea-games,T,Mixed or average reviews,17.0
116,Ikarion,102073,Generally unfavorable reviews,8,"Strategy, Real-Time, Historic, General, Historic",,Xicat Interactive,https://www.metacritic.com/company/xicat-interactive,T,Mixed or average reviews,6.0
117,Fishtank Interactive,102038,Generally unfavorable reviews,6,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",,Fishtank Interactive,https://www.metacritic.com/company/fishtank-interactive,E,Generally unfavorable reviews,23.0
118,Will,161213,Generally favorable reviews,7,"Strategy, Real-Time, Sci-Fi",,Kemco,https://www.metacritic.com/company/kemco,E,Generally favorable reviews,5.0
119,Max Five,160684,Mixed or average reviews,9,"Strategy, Turn-Based, Fantasy",,Atlus Co.,https://www.metacritic.com/company/atlus-co,E,Mixed or average reviews,32.0
120,HistWar,101960,Mixed or average reviews,4,"Strategy, Turn-Based, General, General",,Matrix Games,https://www.metacritic.com/company/matrix-games,,Mixed or average reviews,4.0
121,Enlight Software,101963,Generally favorable reviews,11,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",,Ubisoft,https://www.metacritic.com/company/ubisoft,E,Generally favorable reviews,93.0
122,Cat Daddy Games,105404,Mixed or average reviews,4,"Strategy, Tycoon, Management, Business / Tycoon",,"Monte Cristo Multimedia, Monte Cristo",https://www.metacritic.com/company/monte-cristo-multimedia,,Mixed or average reviews,5.0
123,MASA Group,160995,Mixed or average reviews,4,"Strategy, Real-Time, Military",,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Mixed or average reviews,6.0
124,Altar Interactive,101369,Mixed or average reviews,9,"Strategy, Real-Time, General, General, Command",,Virgin Interactive,https://www.metacritic.com/company/virgin-interactive,T,Generally favorable reviews,81.0
125,Nintendo,161105,Generally favorable reviews,39,"Strategy, Real-Time, Fantasy",,Nintendo,https://www.metacritic.com/company/nintendo,E,Generally favorable reviews,216.0
126,Tecmo,161128,Generally favorable reviews,11,"Strategy, Breeding/Constructing",,Tecmo,https://www.metacritic.com/company/tecmo,E,Generally favorable reviews,6.0
127,Victor Interactive Software,101830,Generally favorable reviews,14,"Strategy, Breeding/Constructing",,Natsume,https://www.metacritic.com/company/natsume,E,Generally favorable reviews,77.0
128,Stormregion,101907,Mixed or average reviews,12,"Strategy, Real-Time, General, Tactics",,Fishtank Interactive,https://www.metacritic.com/company/fishtank-interactive,T,Generally favorable reviews,61.0
129,"3000AD, Inc.",101553,Mixed or average reviews,9,"Strategy, General, General",,"3000AD, Inc.",https://www.metacritic.com/company/3000ad-inc,T,Generally unfavorable reviews,33.0
130,Magitech,102001,Mixed or average reviews,9,"Strategy, Real-Time, Historic, General, Historic",,Xicat Interactive,https://www.metacritic.com/company/xicat-interactive,T,Mixed or average reviews,10.0
131,Nival Interactive,101676,Generally favorable reviews,11,"Strategy, Turn-Based, General, General",,Fishtank Interactive,https://www.metacritic.com/company/fishtank-interactive,T,Generally favorable reviews,63.0
132,Paradox Development Studio,101810,Generally favorable reviews,11,"Strategy, Real-Time, Historic, General, Historic",,Strategy First,https://www.metacritic.com/company/strategy-first,E,Generally favorable reviews,96.0
133,Stainless Steel Studios,101323,Generally favorable reviews,23,"Strategy, Real-Time, Historic, General, Historic",,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,T,Generally favorable reviews,205.0
134,Mad Doc Software,101587,Mixed or average reviews,13,"Strategy, Real-Time, General, General",,Activision,https://www.metacritic.com/company/activision,E,Generally favorable reviews,37.0
135,LucasArts,101564,Generally favorable reviews,21,"Strategy, Real-Time, Sci-Fi, General",,LucasArts,https://www.metacritic.com/company/lucasarts,T,Generally favorable reviews,99.0
136,Liquid Entertainment,101170,Generally favorable reviews,16,"Strategy, Real-Time, Fantasy, General, Fantasy, Command",Up to 8 Players,Crave,https://www.metacritic.com/company/crave,T,Generally favorable reviews,82.0
137,TimeGate Studios,101825,Generally favorable reviews,10,"Strategy, Real-Time, General, General, Command",Up to 8 Players,Strategy First,https://www.metacritic.com/company/strategy-first,E,Generally favorable reviews,19.0
138,MASA Group,101617,Mixed or average reviews,10,"Strategy, Real-Time, Military, General, Military",,Ubisoft,https://www.metacritic.com/company/ubisoft,T,Mixed or average reviews,7.0
139,Firaxis Games,101468,Universal acclaim,24,"Strategy, Turn-Based, Historic, Historic, 4X",,Infogrames,https://www.metacritic.com/company/infogrames,E,Generally favorable reviews,372.0
140,MumboJumbo,101472,Generally favorable reviews,12,"Strategy, Real-Time, Fantasy, General",,G.O.D.,https://www.metacritic.com/company/god,M,Mixed or average reviews,13.0
141,Hudson,161001,Generally favorable reviews,11,"Strategy, Real-Time, Fantasy",,Sega,https://www.metacritic.com/company/sega,E,Generally favorable reviews,8.0
142,Charybdis,102898,Mixed or average reviews,14,"Strategy, Real-Time, Fantasy, General, Fantasy",,Bethesda Softworks,https://www.metacritic.com/company/bethesda-softworks,T,Mixed or average reviews,8.0
143,FireFly Studios,101390,Generally favorable reviews,19,"Strategy, Real-Time, Historic, General, Historic",,Gathering,https://www.metacritic.com/company/gathering,T,Generally favorable reviews,393.0
144,Blue Fang Games,101584,Mixed or average reviews,18,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,E,Generally favorable reviews,92.0
145,Reality Pump,101737,Mixed or average reviews,14,"Strategy, Real-Time, General, General",Online Multiplayer,JoWooD Entertainment AG,https://www.metacritic.com/company/jowood-entertainment-ag,T,Mixed or average reviews,14.0
146,Westwood Studios,101640,Generally favorable reviews,23,"Strategy, Real-Time, Sci-Fi, Sci-Fi, Command",Up to 8 Players,Electronic Arts,https://www.metacritic.com/company/electronic-arts,T,Generally favorable reviews,340.0
147,"Ascaron Entertainment GmbH, Ascaron Entertainment",101814,Generally favorable reviews,12,"Strategy, Real-Time, Historic, General",,Strategy First,https://www.metacritic.com/company/strategy-first,E,Mixed or average reviews,13.0
148,Gigawatt Studios,101745,Mixed or average reviews,9,"Action, Strategy, General, Management, Business / Tycoon",,"Disney Interactive, Disney Interactive Studios",https://www.metacritic.com/company/disney-interactive,E,Mixed or average reviews,7.0
149,Koei,101333,Mixed or average reviews,15,"Strategy, Real-Time, Historic",,Koei,https://www.metacritic.com/company/koei,T,Generally favorable reviews,28.0
