,developer,id,metascore_how,metascore_review,multigenre,player,publisher,publisher_url,rating,userscore_how,userscore_review
0,Attention To Detail,160831,Mixed or average reviews,10,"Sports, Olympic Sports",,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,E,Mixed or average reviews,5
1,High Voltage Software,160714,Generally unfavorable reviews,9,"Sports, Traditional, Football, Sim",,Acclaim,https://www.metacritic.com/company/acclaim,E,No user score yet,
2,Wow Entertainment,160811,Generally unfavorable reviews,21,"Sports, Traditional, Baseball, Sim",,Sega,https://www.metacritic.com/company/sega,E,Mixed or average reviews,5
3,Vingt-et-un Systems,160863,Mixed or average reviews,8,"Sports, Nature, Fishing",,Take-Two Interactive,https://www.metacritic.com/company/take-two-interactive,E,No user score yet,
4,Infogrames,160723,Mixed or average reviews,12,"Sports, Traditional, Golf, Sim",,Infogrames,https://www.metacritic.com/company/infogrames,E,Generally favorable reviews,6
5,Hitmaker,160789,Universal acclaim,23,"Sports, Traditional, Tennis",,SegaSoft,https://www.metacritic.com/company/segasoft,E,Generally favorable reviews,19
6,KCET,163187,Universal acclaim,4,"Sports, Traditional, Soccer, Sim",,Konami,https://www.metacritic.com/company/konami,E,Generally favorable reviews,71
7,Neversoft Entertainment,160778,Universal acclaim,18,"Sports, Alternative, Skateboarding",,Activision,https://www.metacritic.com/company/activision,T,Generally favorable reviews,126
8,Midway,160713,Generally favorable reviews,14,"Sports, Traditional, Football, Arcade",,Midway,https://www.metacritic.com/company/midway,E,Generally favorable reviews,21
9,Camelot Software Planning,160695,Universal acclaim,14,"Sports, Traditional, Golf, Arcade",,Nintendo,https://www.metacritic.com/company/nintendo,E,Generally favorable reviews,56
10,Konami Computer Entertainment Osaka,163185,Universal acclaim,5,"Sports, Traditional, Soccer, Sim",,Konami,https://www.metacritic.com/company/konami,E,Generally favorable reviews,67
11,Wow Entertainment,161799,Mixed or average reviews,7,"Sports, Alternative, Other",,Agetec Inc.,https://www.metacritic.com/company/agetec-inc,E,Generally favorable reviews,4
12,Creative Assembly,101743,Mixed or average reviews,14,"Sports, Alternative, Rugby",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,E,Generally favorable reviews,35
13,Hot-B,103219,Mixed or average reviews,5,"Sports, Traditional, Soccer, Sim",,Hot B,https://www.metacritic.com/company/hot-b,E,Generally unfavorable reviews,4
14,NuFX,101542,Generally favorable reviews,22,"Sports, Traditional, Basketball, Arcade",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,E,Generally favorable reviews,47
15,Atlus Co.,161010,Generally favorable reviews,11,"Sports, Alternative, Other",,Atlus Co.,https://www.metacritic.com/company/atlus-co,E,Generally favorable reviews,5
16,Vicarious Visions,161008,Universal acclaim,16,"Sports, Alternative, Skateboarding",,Activision,https://www.metacritic.com/company/activision,E,Mixed or average reviews,46
17,Midway,161013,Mixed or average reviews,12,"Sports, Traditional, Boxing",,Midway,https://www.metacritic.com/company/midway,E,Mixed or average reviews,6
18,"Z-Axis, Ltd.",161045,Mixed or average reviews,11,"Sports, Alternative, Biking",,Acclaim,https://www.metacritic.com/company/acclaim,E,Mixed or average reviews,10
19,Idol Minds,101675,Generally favorable reviews,16,"Sports, Alternative, Snowboarding",,SCEA,https://www.metacritic.com/company/scea,E,Mixed or average reviews,6
20,Carapace,101680,Mixed or average reviews,5,"Sports, Traditional, Team, Volleyball, Volleyball",,"Atari, Infogrames",https://www.metacritic.com/company/atari,E,No user score yet,
21,Shaba Games,161967,Generally favorable reviews,15,"Sports, Alternative, Biking",,Activision,https://www.metacritic.com/company/activision,E,Generally favorable reviews,19
22,989 Sports,163140,Generally favorable reviews,5,"Sports, Traditional, Baseball, Sim",,SCEA,https://www.metacritic.com/company/scea,E,Mixed or average reviews,11
23,Konami,101439,Generally favorable reviews,8,"Sports, Traditional, Soccer, Sim",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
24,Sports Mogul,101803,Generally favorable reviews,5,"Sports, Traditional, Team, Baseball, Management, Sim",,Sports Mogul,https://www.metacritic.com/company/sports-mogul,E,No user score yet,
25,Blue Shift,160888,Generally unfavorable reviews,8,"Sports, Alternative, Biking",,THQ,https://www.metacritic.com/company/thq,T,No user score yet,
26,3DO,101379,Generally favorable reviews,17,"Sports, Traditional, Baseball, Sim",,3DO,https://www.metacritic.com/company/3do,E,Mixed or average reviews,7
27,Kush Games,101236,Generally unfavorable reviews,10,"Sports, Traditional, Ice Hockey, Sim",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
28,3DO,101522,Generally favorable reviews,12,"Sports, Traditional, Team, Baseball, Sim, Sim",,3DO,https://www.metacritic.com/company/3do,E,Generally favorable reviews,15
29,3DO,160925,Mixed or average reviews,6,"Sports, Traditional, Baseball, Sim",,3DO,https://www.metacritic.com/company/3do,E,No user score yet,
30,Acclaim Studios Austin,101474,Generally favorable reviews,16,"Sports, Traditional, Baseball, Sim",,Acclaim,https://www.metacritic.com/company/acclaim,E,Generally favorable reviews,8
31,EA Sports,101481,Mixed or average reviews,16,"Sports, Traditional, Baseball, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,No user score yet,
32,EA Sports,160975,Generally favorable reviews,8,"Sports, Traditional, Baseball, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,6
33,Treyarch,101562,Mixed or average reviews,10,"Sports, Traditional, Team, Baseball, Sim, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,7
34,Stormfront Studios,102933,Mixed or average reviews,19,"Sports, Traditional, Golf, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,No user score yet,
35,Eurocom Entertainment Software,101415,Mixed or average reviews,10,"Sports, Traditional, Basketball, Arcade",,Midway,https://www.metacritic.com/company/midway,E,No user score yet,
36,989 Sports,101487,Mixed or average reviews,12,"Sports, Traditional, Basketball, Sim",,SCEA,https://www.metacritic.com/company/scea,E,No user score yet,
37,Eurocom Entertainment Software,160977,Mixed or average reviews,10,"Sports, Traditional, Basketball, Arcade",,Midway,https://www.metacritic.com/company/midway,E,Generally favorable reviews,5
38,Konami,102897,Mixed or average reviews,8,"Sports, Traditional, Basketball, Sim",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
39,EA Sports,102869,Generally favorable reviews,13,"Sports, Traditional, Team, Basketball, Sim, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,15
40,Black Ops Entertainment,102938,Generally favorable reviews,18,"Sports, Traditional, Boxing",,EA Sports,https://www.metacritic.com/company/ea-sports,T,No user score yet,
41,989 Sports,101489,Mixed or average reviews,11,"Sports, Traditional, Ice Hockey, Sim",,SCEA,https://www.metacritic.com/company/scea,E,Generally unfavorable reviews,4
42,EA Sports,102934,Mixed or average reviews,18,"Sports, Traditional, Basketball, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Generally favorable reviews,4
43,989 Sports,101426,Generally unfavorable reviews,10,"Sports, Traditional, Basketball, Sim",,SCEA,https://www.metacritic.com/company/scea,E,No user score yet,
44,989 Sports,101427,Mixed or average reviews,9,"Sports, Traditional, Football, Sim",,SCEA,https://www.metacritic.com/company/scea,E,No user score yet,
45,"Z-Axis, Ltd.",101408,Mixed or average reviews,13,"Sports, Alternative, Individual, Biking, Biking",,Acclaim,https://www.metacritic.com/company/acclaim,E,Generally favorable reviews,11
46,Krome Studios,161980,Mixed or average reviews,9,"Sports, Alternative, Surfing",,Mattel,https://www.metacritic.com/company/mattel,E,Generally favorable reviews,5
47,Black Ops Entertainment,160938,Mixed or average reviews,9,"Sports, Traditional, Basketball, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,No user score yet,
48,Krome Studios,160940,Mixed or average reviews,5,"Sports, Alternative, Surfing",,Mattel,https://www.metacritic.com/company/mattel,E,No user score yet,
49,EA Canada,100547,Generally favorable reviews,18,"Sports, Traditional, Soccer, Sim",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,E,Mixed or average reviews,20
50,Osiris Studios,161938,Generally unfavorable reviews,7,"Sports, Traditional, Boxing",,Acclaim,https://www.metacritic.com/company/acclaim,E,Generally unfavorable reviews,5
51,"Z-Axis, Ltd.",160920,Mixed or average reviews,12,"Sports, Alternative, Biking",,Acclaim,https://www.metacritic.com/company/acclaim,E,Mixed or average reviews,5
52,Konami,160708,Generally unfavorable reviews,6,"Sports, Traditional, Basketball, Sim",,Konami,https://www.metacritic.com/company/konami,E,Generally unfavorable reviews,8
53,Krome Studios,101268,Generally unfavorable reviews,8,"Sports, Alternative, Individual, Surfing, Surfing, Surf / Wakeboard",,"Mattel, The Learning Company",https://www.metacritic.com/company/mattel,E,No user score yet,
54,EA Sports,160931,Generally favorable reviews,10,"Sports, Traditional, Soccer, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,11
55,Celeris,102889,Generally favorable reviews,13,"Sports, Miscellaneous, Parlor, Individual, Billiards, Billiards",,Interplay,https://www.metacritic.com/company/interplay,E,Mixed or average reviews,14
56,Carapace,160815,Generally unfavorable reviews,10,"Sports, Traditional, Volleyball",,Infogrames,https://www.metacritic.com/company/infogrames,E,No user score yet,
57,EA Sports,160853,Mixed or average reviews,7,"Sports, Traditional, Golf, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,No user score yet,
58,989 Sports,160916,Mixed or average reviews,7,"Sports, Traditional, Basketball, Sim",,SCEA,https://www.metacritic.com/company/scea,E,No user score yet,
59,Point of View,160936,Mixed or average reviews,5,"Sports, Traditional, Boxing",,Midway,https://www.metacritic.com/company/midway,T,Mixed or average reviews,7
60,SCEA,101358,Mixed or average reviews,16,"Sports, Traditional, Football, Sim",,SCEA,https://www.metacritic.com/company/scea,E,No user score yet,
61,Point of View,160941,Mixed or average reviews,5,"Sports, Traditional, Boxing",,Midway,https://www.metacritic.com/company/midway,T,No user score yet,
62,Darkblack,160706,Generally unfavorable reviews,5,"Sports, Alternative, Skateboarding",,THQ,https://www.metacritic.com/company/thq,E,Generally favorable reviews,4
63,Treyarch,160870,Universal acclaim,18,"Sports, Alternative, Skateboarding",,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,119
64,Headgate,102887,Mixed or average reviews,10,"Sports, Traditional, Individual, Golf, Sim, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,No user score yet,
65,Visual Concepts,161957,Universal acclaim,19,"Sports, Traditional, Basketball, Sim",,Sega,https://www.metacritic.com/company/sega,E,Mixed or average reviews,20
66,Idol Minds,160846,Mixed or average reviews,10,"Sports, Alternative, Snowboarding",,SCEA,https://www.metacritic.com/company/scea,E,Generally unfavorable reviews,6
67,EA Sports Big,100926,Universal acclaim,35,"Sports, Alternative, Snowboarding",,EA Sports Big,https://www.metacritic.com/company/ea-sports-big,E,Generally favorable reviews,66
68,EA Sports,160855,Generally favorable reviews,11,"Sports, Traditional, Boxing",,EA Sports,https://www.metacritic.com/company/ea-sports,T,Mixed or average reviews,10
69,989 Sports,160879,Mixed or average reviews,10,"Sports, Traditional, Football, Sim",,SCEA,https://www.metacritic.com/company/scea,E,No user score yet,
70,989 Sports,160897,Mixed or average reviews,10,"Sports, Traditional, Basketball, Sim",,SCEA,https://www.metacritic.com/company/scea,E,No user score yet,
71,EA Sports,101312,Generally favorable reviews,14,"Sports, Traditional, Team, Soccer, Sim, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,38
72,Opus,101257,Generally unfavorable reviews,15,"Sports, Alternative, Surfing",,Rockstar Games,https://www.metacritic.com/company/rockstar-games,E,Generally unfavorable reviews,11
73,EA Sports,102935,Generally favorable reviews,22,"Sports, Traditional, Ice Hockey, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Generally favorable reviews,13
74,T&E Soft,101149,Generally favorable reviews,15,"Sports, Traditional, Golf, Arcade",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,E,No user score yet,
75,Konami Computer Entertainment Osaka,101181,Mixed or average reviews,16,"Sports, Olympic Sports",,Konami,https://www.metacritic.com/company/konami,E,Mixed or average reviews,4
76,Neversoft Entertainment,101185,Universal acclaim,22,"Sports, Alternative, Individual, Skateboarding, Skateboarding, Skate / Skateboard",,Activision,https://www.metacritic.com/company/activision,T,Generally favorable reviews,246
77,Microsoft Game Studios,102936,Generally favorable reviews,22,"Sports, Traditional, Individual, Golf, Sim, Sim",,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,E,Mixed or average reviews,7
78,Konami,101147,Mixed or average reviews,12,"Sports, Alternative, Snowboarding",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
79,Bitmap Brothers,160753,Mixed or average reviews,5,"Sports, Alternative, Futuristic",,Take-Two Interactive,https://www.metacritic.com/company/take-two-interactive,E,No user score yet,
80,Codemasters,160807,Generally unfavorable reviews,7,"Sports, Traditional, Boxing",,Codemasters,https://www.metacritic.com/company/codemasters,T,No user score yet,
81,EA Sports,100705,Universal acclaim,25,"Sports, Traditional, Football, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Generally favorable reviews,10
82,Midway,161975,Mixed or average reviews,13,"Sports, Traditional, Boxing",,Midway,https://www.metacritic.com/company/midway,T,Mixed or average reviews,8
83,Midway,102910,Generally favorable reviews,20,"Sports, Traditional, Boxing",,Midway,https://www.metacritic.com/company/midway,T,Mixed or average reviews,5
84,EA Sports,160854,Generally favorable reviews,10,"Sports, Traditional, Basketball, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,11
85,Radical Entertainment,160915,Mixed or average reviews,9,"Sports, Alternative, Snowboarding",,THQ,https://www.metacritic.com/company/thq,,No user score yet,
86,Sierra Entertainment,101294,Mixed or average reviews,5,"Sports, Alternative, Other, Other",,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,E,Mixed or average reviews,6
87,EA Sports,102870,Universal acclaim,22,"Sports, Traditional, Team, Ice Hockey, Sim, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,53
88,Page 44 Studios,160852,Generally favorable reviews,10,"Sports, Traditional, Ice Hockey, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,10
89,KCEO,160859,Mixed or average reviews,10,"Sports, Olympic Sports",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
90,"Z-Axis, Ltd.",160651,Generally favorable reviews,14,"Sports, Alternative, Biking",,Acclaim,https://www.metacritic.com/company/acclaim,E,Mixed or average reviews,13
91,Neversoft Entertainment,160779,Universal acclaim,19,"Sports, Alternative, Skateboarding",,Activision,https://www.metacritic.com/company/activision,T,Generally favorable reviews,913
92,Saffire,160839,Mixed or average reviews,5,"Sports, Traditional, Soccer, Sim",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
93,Avalanche Software,160824,Generally favorable reviews,15,"Sports, Traditional, Football, Arcade",,Midway,https://www.metacritic.com/company/midway,E,Generally favorable reviews,5
94,Midway,163128,Mixed or average reviews,6,"Sports, Traditional, Football, Arcade",,Midway,https://www.metacritic.com/company/midway,E,No user score yet,
95,Darkblack,160895,Generally unfavorable reviews,8,"Sports, Alternative, Skateboarding",,THQ,https://www.metacritic.com/company/thq,E,No user score yet,
96,Midway,160914,Mixed or average reviews,6,"Sports, Traditional, Football, Arcade",,Midway,https://www.metacritic.com/company/midway,E,Mixed or average reviews,7
97,Visual Concepts,161974,Universal acclaim,22,"Sports, Traditional, Football, Sim",,Sega,https://www.metacritic.com/company/sega,E,Mixed or average reviews,85
98,Dynamix,101263,Mixed or average reviews,5,"Sports, Miscellaneous, Parlor, Individual, Billiards, Billiards",,Sierra Entertainment,https://www.metacritic.com/company/sierra-entertainment,E,No user score yet,
99,SolWorks,160866,Generally favorable reviews,11,"Sports, Traditional, Ice Hockey, Sim",,SCEA,https://www.metacritic.com/company/scea,E,No user score yet,
100,Attention To Detail,163205,Mixed or average reviews,14,"Sports, Olympic Sports",,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,E,Generally favorable reviews,5
101,Camelot Software Planning,160838,Universal acclaim,16,"Sports, Traditional, Tennis",,Nintendo,https://www.metacritic.com/company/nintendo,E,Generally favorable reviews,167
102,EA Tiburon,160899,Generally favorable reviews,6,"Sports, Traditional, Football, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,4
103,Attention To Detail,101173,Mixed or average reviews,20,"Sports, Olympic Sports, Olympic Sports, Individual, Athletics",,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,E,Generally unfavorable reviews,8
104,Microsoft Game Studios,101269,Mixed or average reviews,10,"Sports, Traditional, Individual, Golf, Sim, Sim",,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,E,Mixed or average reviews,5
105,EA Sports,102867,Generally favorable reviews,13,"Sports, Traditional, Team, Football, Sim, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,6
106,High Voltage Software,160715,Mixed or average reviews,9,"Sports, Traditional, Football, Sim",,Acclaim,https://www.metacritic.com/company/acclaim,E,Generally favorable reviews,5
107,EA Sports,160857,Universal acclaim,14,"Sports, Traditional, Football, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,4
108,989 Sports,160837,Mixed or average reviews,9,"Sports, Traditional, Football, Sim",,SCEA,https://www.metacritic.com/company/scea,E,No user score yet,
109,Sega,160901,Generally favorable reviews,18,"Sports, Nature, Fishing",,Sega,https://www.metacritic.com/company/sega,E,Mixed or average reviews,6
110,ACOT,160876,Mixed or average reviews,6,"Sports, Alternative, Surfing",,Ubisoft,https://www.metacritic.com/company/ubisoft,E,No user score yet,
111,Acclaim Studios Austin,102055,Generally favorable reviews,15,"Sports, Traditional, Baseball, Sim",,Acclaim,https://www.metacritic.com/company/acclaim,E,Generally favorable reviews,15
112,Acclaim,161336,Generally favorable reviews,16,"Sports, Traditional, Baseball, Sim",,Acclaim,https://www.metacritic.com/company/acclaim,E,Generally favorable reviews,6
113,Acclaim,161360,Generally favorable reviews,15,"Sports, Traditional, Baseball, Sim",,Acclaim,https://www.metacritic.com/company/acclaim,E,Mixed or average reviews,8
114,Konami,101862,Mixed or average reviews,13,"Sports, Traditional, Basketball, Sim",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
115,EA Sports,101908,Generally favorable reviews,23,"Sports, Traditional, Golf, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Generally favorable reviews,5
116,Headgate,102018,Generally favorable reviews,9,"Sports, Traditional, Individual, Golf, Sim, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,7
117,Groove Alliance,102103,Generally unfavorable reviews,4,"Sports, Miscellaneous, Parlor, Individual, Billiards, Billiards",,"Atari, Infogrames",https://www.metacritic.com/company/atari,E,Mixed or average reviews,5
118,SCEE London Studio,101985,Generally favorable reviews,21,"Sports, Traditional, Soccer, Sim",,SCEA,https://www.metacritic.com/company/scea,E,Mixed or average reviews,9
119,EA Sports,161192,Generally favorable reviews,15,"Sports, Traditional, Basketball, Arcade",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,7
120,DC Studios,161242,Generally unfavorable reviews,11,"Sports, Traditional, Basketball, Arcade",,Acclaim,https://www.metacritic.com/company/acclaim,E,Mixed or average reviews,4
121,Treyarch,161150,Generally favorable reviews,11,"Sports, Traditional, Ice Hockey, Sim",,Sega,https://www.metacritic.com/company/sega,E,Generally favorable reviews,8
122,3DO,101913,Generally favorable reviews,23,"Sports, Traditional, Baseball, Sim",,3DO,https://www.metacritic.com/company/3do,E,Generally favorable reviews,6
123,Midway,101983,Generally favorable reviews,22,"Sports, Traditional, Football, Arcade",,Midway,https://www.metacritic.com/company/midway,E,Generally favorable reviews,17
124,KCEO,161296,Mixed or average reviews,6,"Sports, Olympic Sports",,Konami,https://www.metacritic.com/company/konami,E,Generally favorable reviews,4
125,Radical Entertainment,161241,Mixed or average reviews,16,"Sports, Alternative, Snowboarding",,THQ,https://www.metacritic.com/company/thq,T,Generally unfavorable reviews,4
126,Attention To Detail,101909,Generally unfavorable reviews,11,"Sports, Olympic Sports",,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,E,Generally unfavorable reviews,5
127,Criterion Games,101715,Mixed or average reviews,18,"Sports, Alternative, Futuristic",,Namco,https://www.metacritic.com/company/namco,T,Mixed or average reviews,17
128,Konami,101729,Mixed or average reviews,13,"Sports, Olympic Sports",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
129,Attention To Detail,101736,Generally unfavorable reviews,7,"Sports, Olympic Sports, Olympic Sports, Individual, Athletics",,Eidos Interactive,https://www.metacritic.com/company/eidos-interactive,E,No user score yet,
130,Farsight Technologies,161363,Mixed or average reviews,10,"Sports, Traditional, Football, Sim",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
131,High Voltage Software,161287,Generally favorable reviews,26,"Sports, Traditional, Basketball, Sim",,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,E,Generally favorable reviews,5
132,DC Studios,161231,Mixed or average reviews,7,"Sports, Olympic Sports",,Ubisoft,https://www.metacritic.com/company/ubisoft,E,Generally favorable reviews,4
133,Konami,101863,Mixed or average reviews,14,"Sports, Alternative, Snowboarding",,Konami,https://www.metacritic.com/company/konami,T,Generally favorable reviews,9
134,Left Field Productions,161107,Mixed or average reviews,18,"Sports, Traditional, Basketball, Sim",,Nintendo,https://www.metacritic.com/company/nintendo,E,Mixed or average reviews,7
135,Visual Concepts,101903,Generally favorable reviews,19,"Sports, Traditional, Basketball, Sim",,Sega,https://www.metacritic.com/company/sega,E,Generally favorable reviews,15
136,Visual Concepts,161217,Generally favorable reviews,18,"Sports, Traditional, Football, Sim",,Sega,https://www.metacritic.com/company/sega,E,Mixed or average reviews,6
137,NuFX,101989,Mixed or average reviews,17,"Sports, Traditional, Basketball, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Generally unfavorable reviews,7
138,3DO,101812,Generally unfavorable reviews,14,"Sports, Alternative, Snowboarding",,3DO,https://www.metacritic.com/company/3do,T,Mixed or average reviews,6
139,Acclaim,161118,Mixed or average reviews,10,"Sports, Traditional, Football, Sim",,Acclaim,https://www.metacritic.com/company/acclaim,E,No user score yet,
140,EA Sports,161148,Generally favorable reviews,17,"Sports, Traditional, Ice Hockey, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,8
141,EA Sports Big,161179,Generally favorable reviews,22,"Sports, Alternative, Snowboarding",,EA Sports Big,https://www.metacritic.com/company/ea-sports-big,E,Generally favorable reviews,15
142,Starfish,161308,Mixed or average reviews,5,"Sports, Nature, Fishing",,Ubisoft,https://www.metacritic.com/company/ubisoft,E,Mixed or average reviews,5
143,Red Zone Entertainment,101789,Mixed or average reviews,18,"Sports, Traditional, Football, Sim",,SCEA,https://www.metacritic.com/company/scea,E,Mixed or average reviews,6
144,EA Sports Big,161175,Generally favorable reviews,20,"Sports, Alternative, Snowboarding",,EA Sports Big,https://www.metacritic.com/company/ea-sports-big,E,Generally favorable reviews,25
145,Konami,101816,Mixed or average reviews,8,"Sports, Traditional, Football, Sim",,Konami,https://www.metacritic.com/company/konami,E,No user score yet,
146,KCEO,161309,Mixed or average reviews,7,"Sports, Nature, Fishing",,Konami,https://www.metacritic.com/company/konami,E,Generally favorable reviews,4
147,"Z-Axis, Ltd.",161111,Generally favorable reviews,18,"Sports, Alternative, Biking",,Acclaim,https://www.metacritic.com/company/acclaim,T,Mixed or average reviews,7
148,Natsume,161086,Mixed or average reviews,7,"Sports, Alternative, Snowboarding",,Activision,https://www.metacritic.com/company/activision,E,No user score yet,
149,Radical Entertainment,101802,Mixed or average reviews,11,"Sports, Alternative, Snowboarding",,THQ,https://www.metacritic.com/company/thq,T,No user score yet,
150,Full-Fat,161288,Generally favorable reviews,7,"Sports, Alternative, Biking",,Acclaim,https://www.metacritic.com/company/acclaim,E,Generally favorable reviews,5
151,EA Sports,161176,Generally favorable reviews,13,"Sports, Traditional, Soccer, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Generally favorable reviews,8
152,Visual Concepts,101902,Generally favorable reviews,16,"Sports, Traditional, Football, Sim",,Sega,https://www.metacritic.com/company/sega,E,Mixed or average reviews,7
153,Indie Built,163137,Generally favorable reviews,30,"Sports, Alternative, Snowboarding",,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,E,Generally favorable reviews,24
154,HotGen,161127,Mixed or average reviews,11,"Sports, Alternative, Biking",,Activision,https://www.metacritic.com/company/activision,E,Generally favorable reviews,5
155,Electronic Arts,161248,Generally favorable reviews,15,"Sports, Traditional, Basketball, Sim",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,E,Generally favorable reviews,6
156,Microids,101603,Mixed or average reviews,10,"Sports, Traditional, Individual, Tennis, Tennis",,Microids,https://www.metacritic.com/company/microids,E,Mixed or average reviews,14
157,"Z-Axis, Ltd.",161082,Generally favorable reviews,15,"Sports, Alternative, Biking",,Acclaim,https://www.metacritic.com/company/acclaim,T,Generally favorable reviews,8
158,EA Sports,161088,Generally favorable reviews,12,"Sports, Traditional, Football, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,6
159,Acclaim,161117,Mixed or average reviews,17,"Sports, Traditional, Baseball, Sim",,Acclaim,https://www.metacritic.com/company/acclaim,E,Mixed or average reviews,8
160,Midway,161195,Generally favorable reviews,13,"Sports, Traditional, Ice Hockey, Arcade",,Midway,https://www.metacritic.com/company/midway,E,Generally favorable reviews,11
161,Black Box,161135,Generally favorable reviews,20,"Sports, Traditional, Ice Hockey, Arcade",,Midway,https://www.metacritic.com/company/midway,E,Generally favorable reviews,11
162,Rockstar San Diego,161147,Generally favorable reviews,25,"Sports, Alternative, Surfing",,Atari,https://www.metacritic.com/company/atari,T,No user score yet,
163,Treyarch,160970,Generally favorable reviews,24,"Sports, Alternative, Skateboarding",,Activision,https://www.metacritic.com/company/activision,T,Mixed or average reviews,12
164,Microsoft Game Studios,161021,Generally favorable reviews,24,"Sports, Traditional, Football, Sim",,Microsoft Game Studios,https://www.metacritic.com/company/microsoft-game-studios,E,Generally favorable reviews,10
165,Neversoft Entertainment,161089,Universal acclaim,27,"Sports, Alternative, Skateboarding",,Activision,https://www.metacritic.com/company/activision,T,Generally favorable reviews,40
166,Dearsoft,101612,Mixed or average reviews,17,"Sports, Alternative, Snowboarding",,Activision,https://www.metacritic.com/company/activision,E,Generally favorable reviews,13
167,Radical Entertainment,161068,Mixed or average reviews,26,"Sports, Alternative, Snowboarding",,Radical Entertainment,https://www.metacritic.com/company/radical-entertainment,T,No user score yet,
168,989 Sports,101856,Mixed or average reviews,14,"Sports, Traditional, Basketball, Sim",,SCEA,https://www.metacritic.com/company/scea,E,Mixed or average reviews,8
169,New,101411,Generally favorable reviews,15,"Sports, Traditional, Boxing",,Empire Interactive,https://www.metacritic.com/company/empire-interactive,T,Generally favorable reviews,10
170,EA Canada,101559,Universal acclaim,33,"Sports, Alternative, Snowboarding",,EA Sports Big,https://www.metacritic.com/company/ea-sports-big,E,Generally favorable reviews,119
171,EA Sports,161294,Generally favorable reviews,8,"Sports, Traditional, Soccer, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,17
172,EA Sports,101805,Generally favorable reviews,17,"Sports, Traditional, Soccer, Sim",,EA Sports,https://www.metacritic.com/company/ea-sports,E,Mixed or average reviews,32
173,EA Canada,161770,Generally favorable reviews,6,"Sports, Traditional, Basketball, Sim",,Electronic Arts,https://www.metacritic.com/company/electronic-arts,E,Generally favorable reviews,12
