,developer,id,metascore_how,metascore_review,multigenre,player,publisher,publisher_url,rating,userscore_how,userscore_review
757,Marvelous,105176,Mixed or average reviews,7,"Sports, Nature, Fishing",,Natsume,https://www.metacritic.com/company/natsume,E,No user score yet,
758,Sports Interactive,109620,Universal acclaim,5,"Sports, Traditional, Team, Baseball, Management, Management, Sim",,Sports Interactive,https://www.metacritic.com/company/sports-interactive,E,Generally unfavorable reviews,809
759,2K Sports,106686,Mixed or average reviews,17,"Sports, Traditional, Team, Basketball, Sim, Sim",8 Players Online,2K Sports,https://www.metacritic.com/company/2k-sports,E,Mixed or average reviews,13
760,SCEA San Diego Studios,107616,Generally favorable reviews,30,"Sports, Traditional, Baseball, Sim",2 Players Online,SCEA,https://www.metacritic.com/company/scea,E,Generally favorable reviews,32
761,SCEA San Diego Studios,107617,Generally favorable reviews,30,"Sports, Traditional, Team, Baseball, Sim, Sim",2 Players Online,SCEA,https://www.metacritic.com/company/scea,E,Generally favorable reviews,35
762,EA Canada,162950,Mixed or average reviews,30,"Sports, Traditional, Soccer, Arcade",,EA Sports Big,https://www.metacritic.com/company/ea-sports-big,E,Mixed or average reviews,10
763,EA Canada,162951,Mixed or average reviews,16,"Sports, Traditional, Soccer, Arcade",,EA Sports Big,https://www.metacritic.com/company/ea-sports-big,E,Mixed or average reviews,11
764,Exient Entertainment,107707,Generally unfavorable reviews,5,"Sports, Traditional, Team, Soccer, Arcade, Arcade",No Online Multiplayer,EA Sports Big,https://www.metacritic.com/company/ea-sports-big,E,Mixed or average reviews,6
765,EA Canada,107460,Mixed or average reviews,27,"Sports, Traditional, Soccer, Arcade",,EA Sports Big,https://www.metacritic.com/company/ea-sports-big,E,Generally favorable reviews,73
766,EA Canada,107461,Mixed or average reviews,6,"Sports, Traditional, Team, Soccer, Arcade, Arcade",2 Players,EA Sports Big,https://www.metacritic.com/company/ea-sports-big,E,Mixed or average reviews,24
767,EA Chicago,162972,Generally favorable reviews,32,"Sports, Traditional, Boxing",2 Players Online,EA Sports,https://www.metacritic.com/company/ea-sports,T,Generally favorable reviews,23
